Invoice List by Date,,,,,,,,
The Controls Company,,,,,,,,
"April, 2020-December, 2025",,,,,,,,

Date,Transaction type,Num,Name,Location full name,Memo,Due date,Amount,Open balance
02/03/2025,Invoice,T100,Trane U.S. Inc.:Chipola Building O,,,03/05/2025,"5,350.10",0.00
02/03/2025,Invoice,T101,Trane U.S. Inc.:Pirates Voyage,,,03/05/2025,"4,932.40",0.00
02/03/2025,Invoice,T102,Trane U.S. Inc.:Myrtle Grove Elementary,,,03/05/2025,"33,575.30",0.00
02/03/2025,Invoice,T103,Trane U.S. Inc.:Chipola Building M,,,03/05/2025,"2,160.10",0.00
02/05/2025,Invoice,T091,Trane U.S. Inc.:Chipola Building C,,,03/07/2025,"2,636.00",0.00
02/06/2025,Invoice,E152,Engineered Cooling Services:Baldwin County High School Additions,,,03/08/2025,"2,010.00",0.00
02/06/2025,Invoice,E154,Engineered Cooling Services:Soundside High School,,,03/08/2025,"16,650.00",0.00
02/06/2025,Invoice,E153,Engineered Cooling Services:Robertsdale High School,,,03/08/2025,"5,350.00",0.00
02/06/2025,Invoice,E155,Engineered Cooling Services:Leonardo Hangar,,Voided,03/08/2025,0.00,0.00
02/07/2025,Invoice,S428,Siemens Industry:TAFB Rec Center BAU 355483,,,03/09/2025,"13,049.60",0.00
02/07/2025,Invoice,S429,Siemens Industry:TAFB Fire Truck Fire 347056,,,03/09/2025,"3,490.00",0.00
02/07/2025,Invoice,S430,Siemens Industry:TAFB Rec Center IOT 355569,,,03/09/2025,"11,098.20",0.00
02/07/2025,Invoice,S431,Siemens Industry:TAFB Marina Fire 353397,,,03/09/2025,"12,875.00",0.00
02/07/2025,Invoice,S427,Siemens Industry:TAFB FMS Facilities Fire 342054,,,03/09/2025,870.00,0.00
02/07/2025,Invoice,J125,Johnson Controls:Twin Cities AHU 3,,,03/09/2025,"1,088.40",0.00
02/07/2025,Invoice,J126,Johnson Controls:Daytona State College,,,03/09/2025,"10,000.00",0.00
02/25/2025,Invoice,S432,Siemens Industry:TAFB FMS Facilities Fire 342054,,,03/27/2025,"2,110.00",0.00
03/02/2025,Invoice,K1004,Keesler AFB:Keesler Phase 2,,,04/01/2025,"226,873.40",0.00
03/03/2025,Invoice,E157,Engineered Cooling Services:Foley High School,,,04/02/2025,"3,268.80",0.00
03/03/2025,Invoice,E158,Engineered Cooling Services:Magnolia Elementary,,,04/02/2025,"2,301.40",0.00
03/03/2025,Invoice,E159,Engineered Cooling Services:Soundside High School,,,04/02/2025,"16,643.55",0.00
03/03/2025,Invoice,E160,Engineered Cooling Services:Elberta Elementary,,,04/02/2025,"6,379.80",0.00
03/03/2025,Invoice,E161,Engineered Cooling Services:Daphne Elementary North,,,04/02/2025,"1,946.90",0.00
03/03/2025,Invoice,E162,Engineered Cooling Services:Leonardo Hangar,,,04/02/2025,"5,692.00",0.00
03/03/2025,Invoice,E163,Engineered Cooling Services:Robertsdale High School,,,04/02/2025,"13,369.40",0.00
03/10/2025,Invoice,E164,Engineered Cooling Services:IHMC,,,04/09/2025,"8,000.00",0.00
03/10/2025,Invoice,S112,Siemens Industry:UWF Bld 54,,Voided - Invoice should have been dated 6/12/23.  Vendor is stating that the project has been paid in full.  Spreadsheet is attached in the attachments section of the project.   Voided invoice dated in 2025 since payment was received in 2023.  Project is complete.,04/09/2025,0.00,0.00
03/14/2025,Invoice,T110,Trane U.S. Inc.:Myrtle Grove Elementary,,,04/13/2025,"16,785.00",0.00
03/14/2025,Invoice,E165,Engineered Cooling Services:Baldwin County High School Additions,,,04/13/2025,"5,025.00",0.00
03/15/2025,Invoice,T104,Trane U.S. Inc.:Chipola Building M,,,04/14/2025,"4,375.00",0.00
03/15/2025,Invoice,T105,Trane U.S. Inc.:Chipola Building O,,,04/14/2025,"10,700.00",0.00
03/15/2025,Invoice,T106,Trane U.S. Inc.:Kaleo Hall,,,04/14/2025,"7,040.00",0.00
03/15/2025,Invoice,T107,Trane U.S. Inc.:Pirates Voyage,,,04/14/2025,"8,225.00",0.00
03/15/2025,Invoice,T108,Trane U.S. Inc.:Seacoast High School,,,04/14/2025,"12,700.00",0.00
03/27/2025,Invoice,J127.,Johnson Controls:Daytona State College,,,04/26/2025,"6,500.00",0.00
04/01/2025,Invoice,VA004,VA Jackson:Jackson VA VFD Replacement,,,05/01/2025,"119,987.00",0.00
04/01/2025,Invoice,E166,Engineered Cooling Services:Foley High School,,,05/01/2025,"1,635.00",0.00
04/01/2025,Invoice,E167,Engineered Cooling Services:Leonardo Hangar,,,05/01/2025,"10,675.00",0.00
04/01/2025,Invoice,E168,Engineered Cooling Services:Okaloosa Gas,,,05/01/2025,"151,450.00",0.00
04/01/2025,Invoice,E169,Engineered Cooling Services:Robertsdale High School,,,05/01/2025,"4,015.00",0.00
04/01/2025,Invoice,E170,Engineered Cooling Services:Soundside High School,,,05/01/2025,"16,650.00",0.00
04/01/2025,Invoice,E171,Engineered Cooling Services:Whiting Control Tower,,,05/01/2025,"7,280.00",0.00
04/02/2025,Invoice,T109,Trane U.S. Inc.:Tommy Smith Elementary,,,04/17/2025,"23,550.00",0.00
04/04/2025,Invoice,J128,Johnson Controls:Gulf Coast Dietary Reno,,,05/04/2025,"16,000.00",0.00
04/15/2025,Invoice,T111,Trane U.S. Inc.:Chipola Building M,,,05/15/2025,"5,465.00",0.00
04/15/2025,Invoice,T113,Trane U.S. Inc.:Kaleo Hall,,,05/15/2025,"3,517.00",0.00
04/15/2025,Invoice,T115,Trane U.S. Inc.:Myrtle Grove Elementary,,,05/15/2025,"13,430.00",0.00
04/15/2025,Invoice,T118,Trane U.S. Inc.:South Baldwin Ambulatory Surgery Center,,,05/15/2025,"7,711.00",0.00
04/17/2025,Invoice,K1009,Keesler AFB:Keesler Phase 2,,,05/17/2025,"261,776.50",0.00
05/05/2025,Invoice,E172,Engineered Cooling Services:Baldwin County High School Additions,,,06/04/2025,"10,040.00",0.00
05/05/2025,Invoice,E173,Engineered Cooling Services:Foley High School,,,06/04/2025,"1,634.00",0.00
05/05/2025,Invoice,E174,Engineered Cooling Services:Leonardo Hangar,,,06/04/2025,"18,500.00",0.00
05/05/2025,Invoice,E175,Engineered Cooling Services:Loxley Elementary,,,06/04/2025,"6,768.00",0.00
05/05/2025,Invoice,E176,Engineered Cooling Services:Magnolia Elementary,,,06/04/2025,"2,301.00",0.00
05/05/2025,Invoice,E177,Engineered Cooling Services:Okaloosa Gas,,,06/04/2025,"18,933.00",0.00
05/05/2025,Invoice,E178,Engineered Cooling Services:Robertsdale High School,,,06/04/2025,"4,007.60",0.00
05/05/2025,Invoice,E179,Engineered Cooling Services:Soundside High School,,Voided,06/04/2025,0.00,0.00
05/05/2025,Invoice,E180,Engineered Cooling Services:Whiting Control Tower,,,06/04/2025,"9,095.00",0.00
05/05/2025,Invoice,S433,Siemens Industry:NAS Fitness Center B832,,,06/04/2025,"2,117.00",0.00
05/05/2025,Invoice,T112,Trane U.S. Inc.:Chipola Building O,,,06/04/2025,"1,758.90",0.00
05/05/2025,Invoice,T114,Trane U.S. Inc.:MLK Rec Center,,,06/04/2025,"3,775.00",0.00
05/05/2025,Invoice,T116,Trane U.S. Inc.:Pirates Voyage,,,06/04/2025,"1,640.00",0.00
05/05/2025,Invoice,T117,Trane U.S. Inc.:Seacoast High School,,,06/04/2025,"1,255.00",0.00
05/05/2025,Invoice,T119,Trane U.S. Inc.:Tommy Smith Elementary,,,06/04/2025,"27,060.00",0.00
05/06/2025,Invoice,N001,Northwest Florida State College:NWFSC Controls,,,06/05/2025,"11,405.00",0.00
05/15/2025,Invoice,T125,Trane U.S. Inc.:Kaleo Hall,,,06/14/2025,"3,520.00",0.00
05/15/2025,Invoice,T126,Trane U.S. Inc.:Myrtle Grove Elementary,,,06/14/2025,"3,360.70",0.00
05/15/2025,Invoice,T127,Trane U.S. Inc.:Seacoast High School,,,06/14/2025,"1,905.00",0.00
06/03/2025,Invoice,T121,Trane U.S. Inc.:Bay County Jail,,,07/03/2025,"7,784.00",0.00
06/03/2025,Invoice,T122,Trane U.S. Inc.:Chipola Building M,,,07/03/2025,"5,466.00",0.00
06/03/2025,Invoice,T123,Trane U.S. Inc.:Enterprise State Community College,,,07/03/2025,"4,470.00",0.00
06/03/2025,Invoice,T124,Trane U.S. Inc.:MLK Rec Center,,,07/03/2025,"7,555.00",0.00
06/03/2025,Invoice,T128,Trane U.S. Inc.:South Baldwin Ambulatory Surgery Center,,,07/03/2025,"3,855.00",0.00
06/03/2025,Invoice,T129,Trane U.S. Inc.:Tommy Smith Elementary,,,07/03/2025,"8,238.00",0.00
06/03/2025,Invoice,E185,Engineered Cooling Services:Baldwin County High School Additions,,,07/03/2025,"3,014.00",0.00
06/03/2025,Invoice,E186,Engineered Cooling Services:Cytiva Belt 8,,,07/03/2025,"18,065.00",0.00
06/03/2025,Invoice,E187,Engineered Cooling Services:Leonardo Hangar,,,07/03/2025,"9,963.00",0.00
06/03/2025,Invoice,E188,Engineered Cooling Services:Loxley Elementary,,,07/03/2025,"20,035.00",0.00
06/03/2025,Invoice,E189,Engineered Cooling Services:Magnolia Elementary,,,07/03/2025,"1,151.00",0.00
06/03/2025,Invoice,E190,Engineered Cooling Services:Okaloosa Gas,,,07/03/2025,"37,863.00",0.00
06/03/2025,Invoice,K1010,Keesler AFB:Keesler Phase 2,,,07/03/2025,"226,873.40",0.00
06/03/2025,Invoice,E191,Engineered Cooling Services:Soundside High School,,,07/03/2025,"49,945.00",0.00
06/03/2025,Invoice,E192,Engineered Cooling Services:Whiting Control Tower,,,07/03/2025,"5,459.00",0.00
06/30/2025,Invoice,K1011,Keesler AFB:Keesler Phase 2,,,07/30/2025,"320,402.43",0.00
06/30/2025,Invoice,E194,Engineered Cooling Services:Daphne Elementary South,,,07/30/2025,"6,768.00",0.00
06/30/2025,Invoice,E195,Engineered Cooling Services:Foley High School,,,07/30/2025,"3,269.00",0.00
06/30/2025,Invoice,E196,Engineered Cooling Services:Leonardo Hangar,,,07/30/2025,"1,424.00",0.00
06/30/2025,Invoice,E197,Engineered Cooling Services:Loxley Elementary,,,07/30/2025,"13,804.00",0.00
06/30/2025,Invoice,E198,Engineered Cooling Services:Soundside High School,,,07/30/2025,"6,658.00",0.00
06/30/2025,Invoice,E200,Engineered Cooling Services:Whiting Control Tower,,,07/30/2025,"10,916.55",0.00
06/30/2025,Invoice,S435,Siemens Industry:NAS Bld 603,,,07/30/2025,"3,631.00",0.00
06/30/2025,Invoice,T130,Trane U.S. Inc.:American Magic,,,07/30/2025,"4,649.00",0.00
06/30/2025,Invoice,T131,Trane U.S. Inc.:Chipola Building I,,,07/30/2025,648.00,0.00
06/30/2025,Invoice,T133,Trane U.S. Inc.:Crestview Elementary,,,07/30/2025,"15,375.00",0.00
06/30/2025,Invoice,T134,Trane U.S. Inc.:MLK Rec Center,,,07/30/2025,"15,100.00",0.00
06/30/2025,Invoice,T135,Trane U.S. Inc.:Myrtle Grove Elementary,,,07/30/2025,"4,032.00",0.00
06/30/2025,Invoice,T137,Trane U.S. Inc.:Seacoast High School,,,07/30/2025,"3,170.20",0.00
06/30/2025,Invoice,T138,Trane U.S. Inc.:Tommy Smith Elementary,,,07/30/2025,"5,885.00",0.00
06/30/2025,Invoice,T130a,Trane U.S. Inc.:American Magic,,,07/30/2025,"1,992.00",0.00
07/06/2025,Invoice,T144,Trane U.S. Inc.:Rutherford High School Building 2,,,08/30/2025,"28,038.00",0.00
07/09/2025,Invoice,E199,Engineered Cooling Services:Magnolia Elementary,,,08/08/2025,"13,809.00",0.00
07/09/2025,Invoice,S800,Siemens Industry:TAFB Fire Truck Fire 347056,,,08/08/2025,"3,504.00",0.00
07/09/2025,Invoice,T136,Trane U.S. Inc.:Rutherford High School Building 2,,,08/08/2025,"8,160.00",0.00
07/15/2025,Invoice,T143,Trane U.S. Inc.:Enterprise State Community College,,,08/14/2025,"9,826.00",0.00
07/15/2025,Invoice,T145,Trane U.S. Inc.:South Baldwin Ambulatory Surgery Center,,,08/14/2025,"11,566.10",0.00
07/15/2025,Invoice,T147,Trane U.S. Inc.:Kaleo Hall,,,08/14/2025,"12,725.00",0.00
07/16/2025,Invoice,J130,Engineered Cooling Services:Soundside High School,,Voided,08/15/2025,0.00,0.00
07/31/2025,Invoice,T139,Trane U.S. Inc.:American Magic,,,08/30/2025,"6,641.55",0.00
07/31/2025,Invoice,T140,Trane U.S. Inc.:Crestview Elementary,,,08/30/2025,"15,376.20",0.00
07/31/2025,Invoice,T141,Trane U.S. Inc.:Bay County Jail,,,08/30/2025,"7,784.00",0.00
07/31/2025,Invoice,T142,Trane U.S. Inc.:Eglin Wildcat Facility,,,08/30/2025,"14,241.20",0.00
07/31/2025,Invoice,T146,Trane U.S. Inc.:Tommy Smith Elementary,,,08/30/2025,"12,946.36",0.00
07/31/2025,Invoice,E203,Engineered Cooling Services:Okaloosa Gas,,,08/30/2025,"41,648.76",0.00
07/31/2025,Invoice,E204,Engineered Cooling Services:Robertsdale High School,,,08/30/2025,802.00,0.00
07/31/2025,Invoice,E205,Engineered Cooling Services:Soundside High School,,,08/30/2025,"53,270.66",0.00
07/31/2025,Invoice,K1012,Keesler AFB:Keesler Phase 2,,,08/30/2025,"301,545.95",0.00
07/31/2025,Invoice,E206,Engineered Cooling Services:Whiting Control Tower,,,08/30/2025,"4,578.00",0.00
07/31/2025,Invoice,E207,Engineered Cooling Services:Okaloosa Gas,,,08/30/2025,"5,008.00",0.00
07/31/2025,Invoice,E202,Engineered Cooling Services:Loxley Elementary,,,08/30/2025,"27,071.50",0.00
07/31/2025,Invoice,T148,Trane U.S. Inc.:Destin Elementary,,,08/30/2025,"7,085.00",0.00
08/07/2025,Invoice,T149,Trane U.S. Inc.:Tommy Smith Elementary,,,09/06/2025,"1,875.00",0.00
08/15/2025,Invoice,T151,Trane U.S. Inc.:Enterprise State Community College,,,09/14/2025,"17,870.00",0.00
08/19/2025,Invoice,E207,Engineered Cooling Services:Soundside High School,,,09/18/2025,"5,875.00",0.00
08/29/2025,Invoice,E208,Engineered Cooling Services:Cytiva Belt 8,,,09/28/2025,"13,969.00",0.00
08/29/2025,Invoice,E209,Engineered Cooling Services:Daphne Elementary North,,,09/28/2025,"6,778.00",0.00
08/29/2025,Invoice,E210,Engineered Cooling Services:Magnolia Elementary,,,09/28/2025,"1,734.00",0.00
08/29/2025,Invoice,E211,Engineered Cooling Services:Okaloosa Gas,,,09/28/2025,"48,000.00",0.00
08/29/2025,Invoice,E212,Engineered Cooling Services:Soundside High School,,,09/28/2025,"6,660.00",0.00
09/01/2025,Invoice,T152,Trane U.S. Inc.:MLK Rec Center,,,10/01/2025,"9,440.00",0.00
09/01/2025,Invoice,T154,Trane U.S. Inc.:South Baldwin Ambulatory Surgery Center,,,10/01/2025,"31,614.00",0.00
09/01/2025,Invoice,T155,Trane U.S. Inc.:Tommy Smith Elementary,,,10/01/2025,"20,008.00",0.00
09/01/2025,Invoice,T156,Walters Controls:Eglin Airman,,,10/01/2025,"8,317.00",0.00
09/09/2025,Invoice,K1013,Keesler AFB:Keesler Phase 2,,,10/09/2025,"157,075.48",0.00
09/29/2025,Invoice,W101,Walters Controls:NSA B147,,,10/29/2025,"5,000.00",0.00
10/01/2025,Invoice,E213,Engineered Cooling Services:Cytiva Belt 8,,,10/31/2025,"40,539.89",0.00
10/01/2025,Invoice,E214,Engineered Cooling Services:Daphne Elementary North,,,10/31/2025,"13,086.60",0.00
10/01/2025,Invoice,E215,Engineered Cooling Services:Daphne Elementary South,,,10/31/2025,"6,767.70",0.00
10/01/2025,Invoice,E216,Engineered Cooling Services:Daphne HS Additions,,,10/31/2025,"6,964.60",0.00
10/01/2025,Invoice,E217,Engineered Cooling Services:Elberta Elementary,,,10/31/2025,"6,379.80",0.00
10/01/2025,Invoice,E218,Engineered Cooling Services:Foley High School,,,10/31/2025,"19,612.40",0.00
10/01/2025,Invoice,E219,Engineered Cooling Services:Okaloosa Gas,,,10/31/2025,"11,358.42",0.00
10/01/2025,Invoice,E220,Engineered Cooling Services:Soundside High School,,,10/31/2025,"16,646.99",0.00
10/01/2025,Invoice,T157,Trane U.S. Inc.:American Magic,,,10/31/2025,"17,932.50",0.00
10/01/2025,Invoice,T158,Trane U.S. Inc.:Crestview Elementary,,,10/31/2025,"15,375.60",0.00
10/01/2025,Invoice,W102,Walters Controls:NSA B147,,,10/31/2025,"15,395.20",0.00
10/01/2025,Invoice,T159,Trane U.S. Inc.:Enterprise State Community College,,,10/31/2025,"29,485.50",0.00
10/01/2025,Invoice,T161,Trane U.S. Inc.:South Baldwin Ambulatory Surgery Center,,,10/31/2025,"30,464.83",0.00
10/01/2025,Invoice,T160,Trane U.S. Inc.:Titan Hangar 3,,,10/31/2025,"10,644.45",0.00
10/07/2025,Invoice,K1015,Keesler AFB:Keesler Phase 2,,,11/06/2025,"23,721.83",0.00
10/15/2025,Invoice,T165,Trane U.S. Inc.:Enterprise State Community College,,,11/14/2025,"14,296.00",0.00
11/01/2025,Invoice,T162,Trane U.S. Inc.:American Magic,,,12/01/2025,"35,199.95",0.00
11/01/2025,Invoice,T164,Trane U.S. Inc.:Eglin Special Forces,,,12/01/2025,"11,550.93",0.00
11/01/2025,Invoice,T166,Trane U.S. Inc.:MLK Rec Center,,,12/01/2025,"1,888.00",0.00
11/01/2025,Invoice,T167,Trane U.S. Inc.:Tommy Smith Elementary,,,12/01/2025,"19,990.70",0.00
11/01/2025,Invoice,W1003,Walters Controls:NSA B147,,,12/01/2025,"7,138.32",0.00
11/01/2025,Invoice,E221,Engineered Cooling Services:Cytiva Belt 8,,,12/01/2025,"11,500.00",0.00
11/01/2025,Invoice,E222,Engineered Cooling Services:Daphne Elementary North,,,12/01/2025,"15,268.05",0.00
11/01/2025,Invoice,E223,Engineered Cooling Services:Elberta Elementary,,,12/01/2025,"31,899.00",0.00
11/01/2025,Invoice,E224,Engineered Cooling Services:Daphne Elementary South,,,12/01/2025,"6,767.85",0.00
11/01/2025,Invoice,E225,Engineered Cooling Services:Elberta Middle School,,,12/01/2025,"7,231.75",0.00
11/01/2025,Invoice,E226,Engineered Cooling Services:Fairhope High School Multipurpose Room,,,12/01/2025,855.00,0.00
11/01/2025,Invoice,E227,Engineered Cooling Services:Foley High School,,,12/01/2025,"3,268.80",0.00
11/01/2025,Invoice,E228,Engineered Cooling Services:Loxley Elementary,,,12/01/2025,"6,767.85",0.00
11/01/2025,Invoice,E229,Engineered Cooling Services:Okaloosa Gas,,,12/01/2025,"12,580.52",0.00
11/01/2025,Invoice,E230,Engineered Cooling Services:Soundside High School,,,12/01/2025,"6,659.14",0.00
11/01/2025,Invoice,T163,Trane U.S. Inc.:Crestview Elementary,,,12/01/2025,"6,150.24",0.00
11/05/2025,Invoice,T168,Trane U.S. Inc.:Eglin Special Forces,,,12/05/2025,"8,451.90",0.00
12/01/2025,Invoice,T171,Trane U.S. Inc.:Eglin Special Forces,,,12/31/2025,"8,451.90",0.00
12/01/2025,Invoice,T176,Trane U.S. Inc.:Crestview Elementary,,,12/31/2025,"6,150.24",0.00
12/01/2025,Invoice,T178,Trane U.S. Inc.:Tommy Smith Elementary,,,12/31/2025,"19,990.70",0.00
12/01/2025,Invoice,T177,Trane U.S. Inc.:MLK Rec Center,,,12/31/2025,"1,888.00",0.00
12/01/2025,Invoice,E232,Engineered Cooling Services:Daphne Elementary North,,,12/31/2025,"4,362.30",0.00
12/01/2025,Invoice,E233,Engineered Cooling Services:Daphne Elementary South,,,12/31/2025,"6,667.85",0.00
12/01/2025,Invoice,E234,Engineered Cooling Services:Fairhope High School Multipurpose Room,,,12/31/2025,"16,178.00",0.00
12/01/2025,Invoice,E235,Engineered Cooling Services:Loxley Elementary,,,12/31/2025,"33,839.25",0.00
12/01/2025,Invoice,E236,Engineered Cooling Services:Soundside High School,,,12/31/2025,"36,625.27",0.00
12/01/2025,Invoice,T180,Trane U.S. Inc.:Destin Elementary,,,12/31/2025,"8,659.60",0.00
12/01/2025,Invoice,E231,Engineered Cooling Services:Cytiva Belt 8,,,12/31/2025,"13,877.28",0.00
12/01/2025,Invoice,T179,Trane U.S. Inc.:Crestview Elementary,,,12/31/2025,"21,525.84",0.00
12/02/2025,Invoice,T181,Trane U.S. Inc.:Eglin Special Forces,,,01/01/2026,"8,170.17",0.00
12/02/2025,Invoice,T182,Trane U.S. Inc.:Eglin Wildcat Facility,,,01/01/2026,"6,408.54",0.00
12/02/2025,Invoice,W1005,Walters Controls:Eglin Airman,,,01/01/2026,"2,626.25",0.00
12/02/2025,Invoice,W1004,Walters Controls:NSA B147,,,01/01/2026,"12,747.00",0.00
12/10/2025,Invoice,T184,Trane U.S. Inc.:MLK Rec Center,,,01/09/2026,"2,750.00",0.00
12/10/2025,Invoice,E237,Engineered Cooling Services:Okaloosa Gas,,,01/09/2026,"9,875.00",0.00
12/16/2025,Invoice,R1001,RQ Construction:Hurlburt Dorms B90369,,,01/15/2026,"11,132.00",0.00
12/17/2025,Invoice,E238,Engineered Cooling Services:Okaloosa Gas,,,01/16/2026,"19,018.00",0.00
12/31/2025,Invoice,E239,Engineered Cooling Services:Cytiva Belt 8,,,01/30/2026,"11,448.25",0.00
12/31/2025,Invoice,E243,Engineered Cooling Services:Daphne Elementary North,,,01/30/2026,"2,181.15",0.00
12/31/2025,Invoice,E244,Engineered Cooling Services:Daphne Elementary South,,,01/30/2026,"13,635.70",0.00
12/31/2025,Invoice,E245,Engineered Cooling Services:Loxley Elementary,,,01/30/2026,"27,071.40",0.00
12/31/2025,Invoice,E246,Engineered Cooling Services:Mobile Arena,,,01/30/2026,"29,372.50",0.00
12/31/2025,Invoice,E247,Engineered Cooling Services:Soundside High School,,,01/30/2026,"16,647.85",0.00
12/31/2025,Invoice,T185,Trane U.S. Inc.:Crestview Elementary,,,01/30/2026,"33,826.32",0.00
12/31/2025,Invoice,T186,Trane U.S. Inc.:Eglin Wildcat Facility,,,01/30/2026,"16,377.38",0.00
12/31/2025,Invoice,W1006,Walters Controls:Eglin Airman,,,01/30/2026,"10,505.52",0.00
12/31/2025,Invoice,W1007,Walters Controls:NSA B147,,,01/30/2026,"10,707.48",0.00
TOTAL,,,,,,,"$9,644,329.08",$0.00



" Friday, April 10, 2026 10:18 AM GMT-05:00",,,,,,,,
